id;day;month;year;timeofday;timeofdayrecode;incident_type;incident_action;latitude;longitude;territorial_water_status;closest_coastal_state;closest_state_cow_code;location_precision;geolocation_source;location_description;vessel_name;vessel_type;vessel_country;Vessel_country_cow_code;vessel_status;Violence Dummy;Steaming Recode;Incident_type_recode;Incident_action_recode
4740;3;4;2010;1:45;4;Actual;Boarded;5,2932;-4,0000;Cote d'Ivoire;Cote d'Ivoire;437;2;IMB;Abidjan Anchorage, Ivory Coast (Used coordinates from other cases);Conti Equator;3;Liberia;450;Anchored;1;2;1;2
4743;4;4;2010;5:45;4;Attempted;Fired Upon;13,9800;51,4167;Yemen;Yemen;679;1;IMB;Gulf of Aden;Iran Faraz;3;Iran;630;Steaming;1;1;0;3
4744;4;4;2010;13:40;2;Attempted;Fired Upon;-9,4050;44,5033;Seychelles;Seychelles;591;1;IMB;675 NM South of Mogadishu, Somalia;MSC Anafi;4;Liberia;450;Steaming;1;1;0;3
4742;4;4;2010;7:40;1;Actual;Hijacked;8,3500;65,0000;Internationa Waters (Arabian Sea);India;750;1;IMB;Indian Ocean, off Somalia;Samho Dream;-99;Marshall Islands;983;Steaming;1;1;1;1
4745;4;4;2010;2:15;4;Attempted;;4,1717;120,6883;Philippines;Philippines;840;1;IMB;South of Tawi-Tawi, Celebes Sea, Philippines;Theresa Jupiter;3;Tuvalu;947;Steaming;1;1;0;-99
4748;5;4;2010;20:00;3;Actual;Boarded;-12,0500;-77,1667;Peru (Peruvian point of view);Peru (Peruvian point of view);135;2;IMB;Callao Anchorage No. 1, Peru;Libra Niteroi;4;Cyprus;352;Anchored;1;2;1;2
4746;5;4;2010;7:49;1;Actual;Boarded;12,3833;60,3500;Internationa Waters (Arabian Sea);Yemen;679;1;IMB;1074nm NE of Mogadishu, Somalia (Coded as Yemen because of proximity to Socotra);Taipan;4;Germany;255;Steaming;1;1;1;2
4749;5;4;2010;2:55;4;Attempted;Fired Upon;18,3500;59,0167;Oman;Oman;698;1;IMB;110 NM South of Masirah Island (Arabian Sea), Off Somalia;Rising Sun;3;Marshall Islands;983;Steaming;1;1;0;3
4747;5;4;2010;12:05;2;Attempted;Fired Upon;13,6450;55,6367;Yemen;Yemen;679;1;IMB;90 NM NE of Socotra Island, Somalia;Hamburg Bridge;4;Panama;95;Steaming;1;1;0;3
4750;6;4;2010;8:45;1;Attempted;;14,1000;51,8633;Yemen;Yemen;679;1;IMB;Gulf of Aden;Aquarius Leader;-99;Panama;95;Steaming;1;1;0;-99
4753;7;4;2010;4:00;4;Actual;Boarded;22,2383;91,8267;Bangladesh;Bangladesh;771;1;IMB;Chittagong Port, Bangladesh;Sagittarius;4;Liberia;450;Berthed;1;3;1;2
4752;7;4;2010;23:00;3;Actual;Boarded;2,7367;105,2717;Indonesia;Indonesia;850;1;IMB;Off Mangkai Island, South China Sea (Identified closer to Jemaja Island, Indonesia);Theresa Libra;8;Singapore;830;Steaming;1;1;1;2
4751;7;4;2010;12:12;2;Actual;Boarded;-4,9833;43,8667;Internationa Waters (Indian Ocean);Kenya;501;1;IMB;415nm S of Mogadishu, Somalia;Yasin C;2;Turkey;640;Steaming;1;1;1;2
4754;8;4;2010;10:50;1;Attempted;;10,6333;-71,5833;Venezuela;Venezuela;101;1;IMB;Inner Anchorage, Maracaibo Port, Venezuela;Industrial Dawn;6;Antigua & Barbuda;58;Stationary;0;4;0;-99
4755;8;4;2010;6:22;1;Attempted;;13,7167;56,6833;Yemen;Yemen;679;1;IMB;Gulf of Aden;CSAV Rio De Janeiro;4;Liberia;450;Steaming;1;1;0;-99
4756;8;4;2010;17:55;2;Actual;Boarded;3,2483;105,4447;Indonesia;Indonesia;850;1;IMB;Off Mangkai Island, South China Sea (Identified closer to Jemaja Island, Indonesia);Star Ypsilon;2;Marshall Islands;983;Steaming;1;1;1;2
4758;9;4;2010;19:18;3;Attempted;;-12,0000;-77,2000;Peru (Peruvian point of view);Peru (Peruvian point of view);135;1;IMB;Callao Anchorage No.8, Peru;Franz Schulte;3;Isle of Man;200;Stationary;1;4;0;-99
4757;9;4;2010;10:05;1;Attempted;Fired Upon;13,6333;56,1333;Yemen;Yemen;679;1;IMB;Gulf of Aden;Nada;4;Panama;95;Steaming;1;1;0;3
4759;10;4;2010;5:15;4;Actual;Boarded;-1,4767;116,8150;Indonesia;Indonesia;850;1;IMB;Lawi-Lawi Anchorage, Balikpapan, Indonesia;South Sea;8;Liberia;450;Anchored;0;2;1;2
4760;10;4;2010;22:36;3;Attempted;;-3,1833;116,3833;Indonesia;Indonesia;850;1;IMB;Tanjung Pemancingan Anchorage, Indonesia;Star Providence;6;Panama;95;Anchored;0;2;0;-99
4762;11;4;2010;9:30;1;Attempted;Fired Upon;2,4483;59,9967;Internationa Waters (Indian Ocean);Seychelles;591;1;IMB;882 NM East of Mogadishu, Somalia;City of Guangzhou;4;Antigua & Barbuda;58;Steaming;1;1;0;3
4761;11;4;2010;7:41;1;Actual;Hijacked;-4,7500;51,0000;Seychelles;Seychelles;591;1;IMB;530nm SE of Mogadishu, Somalia;Rak Afrikana;6;St. Vincent & Grenadines;57;Steaming;1;1;1;1
4763;12;4;2010;12:15;2;Attempted;;6,2767;3,4483;Nigeria;Nigeria;475;1;IMB;Lagos Roads, Nigeria;CMA CGM Montenegro;4;Antigua & Barbuda;58;Steaming;1;1;0;-99
4764;14;4;2010;23:45;3;Attempted;Fired Upon;12,7000;47,3833;Yemen;Yemen;679;1;IMB;Gulf of Aden;Thor Traveller;6;Thailand;800;Steaming;1;1;0;3
4765;16;4;2010;20:00;3;Actual;Boarded;1,3070;104,2117;Malaysia;Malaysia;820;1;IMB;1.4nm S of Tg. Ayam, Malaysia;Semua Gembira;8;Malaysia;820;Anchored;0;2;1;2
4767;17;4;2010;2:55;4;Attempted;;4,0383;99,7500;Malaysia;Malaysia;820;1;IMB;20nm W of Pulau Jarak, Malacca Straits;Toyo;8;Panama;95;Steaming;0;1;0;-99
4766;17;4;2010;4:30;4;Actual;Boarded;2,5428;104,7515;Malaysia;Malaysia;820;1;IMB;Off Pulau Aur, Malaysia;Greenville 16;1;Singapore;830;Steaming;1;1;1;2
4768;18;4;2010;7:04;1;Attempted;;9,4950;68,9233;Internationa Waters (Arabian Sea);India;750;1;IMB;Approx. 260 NM West of Minicoy Islands (indian Ocean), Off Somalia;White Sea;8;Singapore;830;Steaming;1;1;0;-99
4769;18;4;2010;2:00;4;Actual;Hijacked;9,4833;69,3000;India;India;750;1;IMB;230nm WNW of Minicoy Island, Indian Ocean, off Somalia;Prantalay 11;5;Thailand;800;Steaming;1;1;1;1
4770;18;4;2010;2:00;4;Actual;Hijacked;9,4833;69,3000;India;India;750;1;IMB;230nm WNW of Minicoy Island, Indian Ocean, off Somalia;Prantalay 12;5;Thailand;800;Steaming;1;1;1;1
4771;18;4;2010;2:00;4;Actual;Hijacked;9,4833;69,3000;India;India;750;1;IMB;230nm WNW of Minicoy Island, Indian Ocean, off Somalia;Prantalay 14;5;Thailand;800;Steaming;1;1;1;1
4772;19;4;2010;21:00;3;Attempted;Fired Upon;-0,8333;51,5000;Internationa Waters (Indian Ocean);Seychelles;591;1;IMB;400 NM ESE of Mogadishu, Off Somalia;Somme;-99;France;220;Steaming;1;1;0;3
4773;19;4;2010;22:28;3;Actual;Hijacked;4,5333;104,4833;Malaysia;Malaysia;820;1;IMB;South China Sea;PU 2007 & PU 3116;1;Singapore;830;Steaming;1;1;1;1
4774;20;4;2010;3:45;4;Actual;Boarded;-6,0400;106,9017;Indonesia;Indonesia;850;1;IMB;Tanjung Priok Anchorage, Indonesia;Kurobe;6;Panama;95;Anchored;1;2;1;2
4775;21;4;2010;10:50;1;Attempted;Fired Upon;1,1667;65,0000;Internationa Waters (Indian Ocean);Maldives;781;1;IMB;1170 NM East of Mogadishu (Indian Ocean), Off Somalia;Ina;2;Malta;338;Steaming;1;1;0;3
4776;21;4;2010;6:05;1;Actual;Hijacked;16,4167;57,2167;Oman;Oman;698;1;IMB;170nm SE of Kuria Muria Island, Oman, Gulf of Aden;VOC Daisy;2;Panama;95;Steaming;1;1;1;1
4777;22;4;2010;3:00;4;Attempted;;1,3300;104,2683;Malaysia;Malaysia;820;1;IMB;Eastern OPL Anchorage, Malaysia;Sea Power;3;Marshall Islands;983;Anchored;0;2;0;-99
4778;22;4;2010;3:08;4;Actual;Boarded;10,2283;107,0833;Vietnam;Vietnam;816;1;IMB;Vung Tau Anchorage, Vietnam;Linden Pride;7;Panama;95;Steaming;1;1;1;2
4779;23;4;2010;2:40;4;Attempted;Fired Upon;14,8000;65,3000;Internationa Waters (Arabian Sea);India;750;1;IMB;Around 665 NM from Suqutra Island (Arabian Sea), Off Somalia;Pyxis Delta;3;Marshall Islands;983;Steaming;1;1;0;3
4781;24;4;2010;4:00;4;Actual;Boarded;-5,8658;13,0518;Congo, DRC;Congo, DRC;490;2;IMB;Boma Anchorage, Democratic Republic of Congo (Located port coordinates);Yema;8;Liberia;450;Anchored;0;2;1;2
4780;24;4;2010;20:50;3;Actual;Boarded;1,3083;104,2317;Malaysia;Malaysia;820;1;IMB;Malaysia;LPG Linda;7;Singapore;830;Anchored;1;2;1;2
4782;25;4;2010;5:15;4;Attempted;;13,7703;42,9617;Yemen;Yemen;679;1;IMB;Bab El Mandeb, Southern Red Sea;Good Season;2;India;750;Steaming;1;1;0;-99
4784;25;4;2010;3:48;4;Attempted;Fired Upon;17,9833;65,8167;Internationa Waters (Arabian Sea);India;750;1;IMB;Around 760 NM from Suqutra Island (Arabian Sea), Off Somalia;Bunga Melati Dua;3;Malaysia;820;Steaming;1;1;0;3
4785;25;4;2010;2:15;4;Attempted;Fired Upon;18,1000;65,7833;Internationa Waters (Arabian Sea);India;750;1;IMB;Around 760 NM from Suqutra Island (Arabian Sea), Off Somalia;Isuzugawa;8;Panama;95;Steaming;1;1;0;3
4783;25;4;2010;5:23;4;Attempted;Fired Upon;13,8000;43,0000;Yemen;Yemen;679;1;IMB;Bab El Mandeb, Southern Red Sea;Al-Masilah;3;Yemen;679;Steaming;1;1;0;3
4786;27;4;2010;13:00;2;Actual;Hijacked;1,2038;104,7592;Indonesia;Indonesia;850;1;IMB;Off Bintan Island, Indonesia;Atlantic 3 & Atlantic 5;1;Malaysia;820;Steaming;1;1;1;1
4788;27;4;2010;20:45;3;Attempted;;6,1000;3,2500;Nigeria;Nigeria;475;1;IMB;19 NM SW of Fairway Buoy Lagos, Nigeria;Orange Express;8;Panama;95;Steaming;1;1;0;-99
4787;27;4;2010;13:33;2;Actual;Boarded;4,7333;103,9667;Malaysia;Malaysia;820;1;IMB;Kerteh, South China Sea;PU 2402;1;Singapore;830;Steaming;0;1;1;2
4789;28;4;2010;18:48;3;Actual;Boarded;10,2267;107,1283;Vietnam;Vietnam;816;1;IMB;Vung Tau Anchorage, Vietnam;APL Experience;4;Panama;95;Anchored;0;2;1;2
4792;1;5;2010;4:40;4;Actual;Boarded;22,2667;91,8167;Bangladesh;Bangladesh;771;1;IMB;Mooring Buoy M10, Chittagong, Bangladesh;Santa Suria II;6;Malaysia;820;Anchored;1;2;1;2
4790;1;5;2010;21:20;3;Attempted;;3,6333;103,7500;Malaysia;Malaysia;820;1;IMB;Off Tanjung Gelang, South China Sea;PU 2417 & PU 3314;1;Singapore;830;Steaming;1;1;0;-99
4791;1;5;2010;4:00;4;Attempted;;12,0667;44,0667;Yemen;Yemen;679;1;IMB;Gulf of Aden;N/A;-99;Yemen;679;Steaming;1;1;0;-99
4793;2;5;2010;1:30;4;Actual;Boarded;-6,0183;105,9217;Indonesia;Indonesia;850;1;IMB;Anyer Anchorage, Indonesia;Sinar Busan;3;Singapore;830;Anchored;1;2;1;2
4794;3;5;2010;23:00;3;Attempted;;10,9583;-74,7583;Colombia;Colombia;100;1;IMB;Pallermo Terminal, Barranquilla Port, Colombia;Amazoneborg;6;Netherlands;210;Stationary;0;4;0;-99
4795;4;5;2010;2:00;4;Actual;Boarded;6,2983;3,3583;Nigeria;Nigeria;475;1;IMB;Lagos Outer Anchorage, Nigeria;Ocean Beauty;2;Marshall Islands;983;Anchored;1;2;1;2
4798;5;5;2010;4:00;4;Actual;Boarded;12,2617;59,5033;Internationa Waters (Arabian Sea);Yemen;679;1;IMB;300nm E of Suqutra Island, Arabian Sea, off Somalia (Coded as Yemen because of proximity to Socotra.);Moscow University;8;Liberia;450;Steaming;1;1;1;2
4797;5;5;2010;21:12;3;Attempted;Fired Upon;13,1000;48,6167;Yemen;Yemen;679;1;IMB;Gulf of Aden;The Oceanic;9;Panama;95;Steaming;1;1;0;3
4796;5;5;2010;5:18;4;Attempted;Fired Upon;-9,7533;41,2650;Tanzania;Tanzania;510;1;IMB;Off Southern Somalia;Ocean Trader;2;South Korea;732;Steaming;1;1;0;3
4799;6;5;2010;Unknown;-99;Actual;Hijacked;1,8333;67,8333;Internationa Waters (Arabian Sea);Maldives;781;1;IMB;Indian Ocean, off Somalia;Tal Yuan No. 227;5;Taiwan;710;Steaming;1;1;1;1
4801;8;5;2010;16:45;2;Attempted;;3,3717;105,4533;Indonesia;Indonesia;850;1;IMB;20 NM Off Pulau Mangkai, South China Sea;Star Sea Rainbow;2;Hong Kong;710;Steaming;1;1;0;-99
4800;8;5;2010;17:20;2;Actual;Boarded;3,2667;105,4167;Indonesia;Indonesia;850;1;IMB;Around 20nm of Pulau Mangkai, South China Sea;GSL Africa;4;Liberia;450;Steaming;1;1;1;2
4802;8;5;2010;12:06;2;Actual;Hijacked;14,9667;54,7833;Oman;Oman;698;1;IMB;Gulf of Aden;Marida Marguerite;3;Marshall Islands;983;Steaming;1;1;1;1
4803;10;5;2010;5:03;4;Attempted;Fired Upon;0,0333;65,0000;Internationa Waters (Indian Ocean);Maldives;781;1;IMB;Around 1140 NM East of Mogadishu (Indian Ocean), Off Somalia;Apostolos II;2;Bahamas;31;Steaming;1;1;0;3
4804;11;5;2010;15:36;2;Actual;Hijacked;12,5167;47,1333;Yemen;Yemen;679;1;IMB;Gulf of Aden;Panega;3;Bulgaria;355;Steaming;1;1;1;1
4805;12;5;2010;5:56;4;Actual;Hijacked;15,9167;60,8333;Internationa Waters (Arabian Sea);Oman;698;1;IMB;Around 285nm E of Kuria Muriya Island, Oman, Arabian Sea, off Somalia;Eleni P;2;Liberia;450;Steaming;1;1;1;1
4808;12;5;2010;19:00;3;Actual;Boarded;-12,0283;-77,2017;Peru (Peruvian point of view);Peru (Peruvian point of view);135;1;IMB;Callao Anchorage No. 1, Peru;Portoroz;2;Malta;338;Anchored;1;2;1;2
4806;12;5;2010;16:00;2;Attempted;Fired Upon;-9,9667;42,2500;Tanzania;Tanzania;510;1;IMB;150 NM East of Lindi (Tanzania), Off Somalia;MSC Peggy;4;Panama;95;Steaming;1;1;0;3
4807;12;5;2010;13:28;2;Attempted;Fired Upon;12,4617;43,7233;Yemen;Yemen;679;1;IMB;16 NM from TSS Entrance, Gulf of Aden;Kumano;6;Panama;95;Steaming;1;1;0;3
4809;15;5;2010;12:15;2;Actual;Boarded;1,2567;104,1817;Malaysia;Malaysia;820;1;IMB;Singapore Straits;Lanpan 6 & JMC 2510;1;Singapore;830;Steaming;0;1;1;2
4810;16;5;2010;22:55;3;Actual;Boarded;3,7337;9,4098;Cameroon;Cameroon;471;1;IMB;Douala Outer Anchorage, Cameroon;Argo;-99;Lithuania;368;Anchored;1;2;1;2
4811;17;5;2010;21:40;3;Actual;Boarded;3,7333;9,4167;Cameroon;Cameroon;471;1;IMB;Douala Outer Anchorage, Cameroon;North Spirit;6;St. Vincent & Grenadines;57;Anchored;1;2;1;2
4812;18;5;2010;17:00;2;Actual;Boarded;-3,7167;114,4667;Indonesia;Indonesia;850;1;IMB;Taboneo Anchorage, Indonesia;Capstone;2;Panama;95;Anchored;0;2;1;2
4813;20;5;2010;16:00;2;Attempted;Fired Upon;0,7700;68,4400;Internationa Waters (Indian Ocean);Maldives;781;1;IMB;1400 NM East of Mogadishu (Indian Ocean), Off Somalia;Nord Sincere;2;Panama;95;Steaming;1;1;0;3
4814;21;5;2010;2:30;4;Attempted;Fired Upon;5,5667;70,9667;Maldives;Maldives;781;1;IMB;(Maldives Islands), Off Somalia;TI Guardian;8;Hong Kong;710;Steaming;1;1;0;3
4815;22;5;2010;23:10;3;Actual;Boarded;22,1650;91,7467;Bangladesh;Bangladesh;771;1;IMB;Chittagong Anchorage, Bangladesh;Kota Ratna;4;Singapore;830;Steaming;1;1;1;2
4819;25;5;2010;2:29;4;Attempted;;-5,6500;39,4833;Tanzania;Tanzania;510;1;IMB;(North of Zanzibar Island), Off Somalia;Nordneptun;8;Cyprus;352;Steaming;1;1;0;-99
4818;25;5;2010;14:07;2;Attempted;;14,4267;54,3717;Yemen;Yemen;679;1;IMB;Gulf of Aden;King Darius;8;Marshall Islands;983;Steaming;1;1;0;-99
4817;25;5;2010;6:30;1;Attempted;Fired Upon;-12,8333;46,8667;Madagascar;Madagascar;580;1;IMB;Mozambique Channel (Off Madagascar Island), Off Somalia;Campolibre Alai;5;Spain;230;Steaming;1;1;0;3
4816;25;5;2010;Unknown;-99;Actual;Hijacked;12,5182;47,6446;Yemen;Yemen;679;4;IMB;Gulf of Aden;Al Jawat;-99;Yemen;679;Steaming;1;1;1;1
4820;26;5;2010;1:30;4;Actual;Boarded;22,2167;91,8000;Bangladesh;Bangladesh;771;2;IMB;Chittagong Anchorage B, Bangladesh;MCC Melaka;4;Liberia;450;Anchored;0;2;1;2
4821;29;5;2010;5:51;4;Attempted;;18,5667;-72,3833;Haiti;Haiti;41;1;IMB;Port Au Prince Anchorage, Haiti;Marcajama;4;Antigua & Barbuda;58;Stationary;1;4;0;-99
4822;30;5;2010;20:58;3;Attempted;;13,1000;48,7000;Yemen;Yemen;679;1;IMB;Gulf of Aden;Avenue Beauty;2;Malta;338;Steaming;1;1;0;-99
4823;31;5;2010;3:30;4;Actual;Boarded;-6,7500;39,3333;Tanzania;Tanzania;510;1;IMB;Dar Es Salaam Anchorage, Tanzania;MSC Chitra;4;Panama;95;Anchored;1;2;1;2
4826;2;6;2010;3:00;4;Attempted;;21,4950;59,6838;Oman;Oman;698;1;IMB;73NM NE of Masirah Island (Oman), Off Somalia;Albedo;4;Malaysia;820;Steaming;1;1;0;-99
4825;2;6;2010;2:00;4;Actual;Hijacked;13,7500;50,3000;Yemen;Yemen;679;1;IMB;Gulf of Aden;QSM Dubai;6;Panama;95;Steaming;1;1;1;1
4824;2;6;2010;16:00;2;Attempted;Fired Upon;12,6007;43,4673;Yemen;Yemen;679;1;IMB;Bab El Mandeb Straits, Red Sea;Al-Masilah;3;Yemen;679;Steaming;1;1;0;3
4827;3;6;2010;5:20;4;Attempted;;12,2833;44,1833;Yemen;Yemen;679;1;IMB;Gulf of Aden;Androniki;2;Panama;95;Steaming;1;1;0;-99
4828;4;6;2010;15:10;2;Attempted;;13,3500;42,8000;Eritrea;Eritrea;531;1;IMB;Bab El Mandeb Straits, Red Sea;Islamabad;6;Pakistan;770;Steaming;1;1;0;-99
4829;4;6;2010;3:15;4;Actual;Boarded;12,2883;100,7617;Thailand;Thailand;800;1;IMB;Thailand;Thuleland;6;United Kingdom;200;Steaming;1;1;1;2
4830;7;6;2010;10:30;1;Attempted;;13,3833;42,7667;Eritrea;Eritrea;531;1;IMB;Red Sea;Bum Young;3;Marshall Islands;983;Steaming;1;1;0;-99
4831;10;6;2010;0:10;4;Actual;Boarded;3,1667;108,6167;Indonesia;Indonesia;850;1;IMB;Off Pulau Subi Kecil, Indonesia, South China Sea (Identified closer to Subi Besar Island);Orkim Leader;8;Malaysia;820;Steaming;1;1;1;2
4832;10;6;2010;1:45;4;Attempted;;3,2133;108,5017;Indonesia;Indonesia;850;1;IMB;Off Pulau Subi Kecil (Indonesia), South China Sea;JK Galaxy;6;South Korea;732;Steaming;0;1;0;-99
4833;12;6;2010;20:00;3;Actual;Boarded;3,3550;105,8033;Indonesia;Indonesia;850;1;IMB;20nm of Pulau Mangkai, Indonesia, South China Sea;Iller Trader;4;Cyprus;352;Steaming;1;1;1;2
4834;13;6;2010;15:35;2;Actual;Boarded;3,2250;105,4900;Indonesia;Indonesia;850;1;IMB;9nm NW of Pulau Mangkai, Indonesia, South China Sea;Ai Ding Hu;8;China;710;Steaming;1;1;1;2
4835;13;6;2010;12:30;2;Attempted;Fired Upon;13,4000;49,5833;Yemen;Yemen;679;1;IMB;Gulf of Aden;Meriom Iris;3;Marshall Islands;983;Steaming;1;1;0;3
4836;14;6;2010;0:30;4;Actual;Boarded;5,2200;-4,3433;Cote d'Ivoire;Cote d'Ivoire;437;1;IMB;Abidjan Anchorage, Ivory Coast;RHL Aqua;4;Liberia;450;Anchored;1;2;1;2
4837;15;6;2010;5:30;4;Attempted;;13,4333;42,6833;Eritrea;Eritrea;531;1;IMB;North of Bab El Mandeb, Red Sea;Alaskan Sea;8;Liberia;450;Steaming;1;1;0;-99
4839;15;6;2010;4:30;4;Actual;Boarded;22,2150;91,7533;Bangladesh;Bangladesh;771;1;IMB;Chittagong Anchorage B, Bangladesh;SP Athens;3;Marshall Islands;983;Anchored;1;2;1;2
4838;15;6;2010;4:15;4;Actual;Boarded;2,9917;108,1833;Indonesia;Indonesia;850;1;IMB;Off Pulau Besar, Indonesia, South China Sea;Kota Damai;4;Singapore;830;Steaming;1;1;1;2
4841;16;6;2010;1:00;4;Actual;Boarded;38,9467;121,7217;China;China;710;1;IMB;Dalian Anchorage No. 1, China;Warnow Sun;6;Liberia;450;Anchored;0;2;1;2
4840;16;6;2010;2:45;4;Actual;Boarded;3,0317;108,2633;Indonesia;Indonesia;850;1;IMB;35nm W of Pualu Subi Besar, Indonesia, South China Sea;Kota Dahlia;4;Singapore;830;Steaming;1;1;1;2
4842;18;6;2010;13:43;2;Attempted;;13,3933;42,7467;Eritrea;Eritrea;531;1;IMB;Bab El Mandeb, Red Sea;BSLE Teresa;6;Malta;338;Steaming;1;1;0;-99
4843;18;6;2010;20:00;3;Actual;Boarded;-12,0500;-77,1667;Peru (Peruvian point of view);Peru (Peruvian point of view);135;2;IMB;Callao Anchorage, Peru;Singapore Star;3;Panama;95;Anchored;1;2;1;2
4845;20;6;2010;4:00;4;Actual;Boarded;22,2150;91,7183;Bangladesh;Bangladesh;771;1;IMB;Chittagong Anchorage, Bangladesh;Orto;-99;Panama;95;Anchored;1;2;1;2
4844;20;6;2010;2:30;4;Actual;Boarded;16,9833;82,3167;India;India;750;2;IMB;Kakinada Anchorage, India;BM Adventure;6;Panama;95;Anchored;0;2;1;2
4846;21;6;2010;13:59;2;Attempted;Fired Upon;13,5450;42,9850;Yemen;Yemen;679;1;IMB;Bab El Mandeb, Red Sea;Ellenita;2;Panama;95;Steaming;1;1;0;3
4847;22;6;2010;2:05;4;Actual;Boarded;10,2500;-64,6333;Venezuela;Venezuela;101;2;IMB;Puerto La Cruz Anchorage, Venezuela;Atlantic Rose;3;Hong Kong;710;Anchored;0;2;1;2
4850;23;6;2010;21:06;3;Attempted;;10,2730;-64,7033;Venezuela;Venezuela;101;1;IMB;Puerto La Cruz Anchorage No.7, Venezuela;Mare Tirrenum;8;Italy;325;Stationary;0;4;0;-99
4849;23;6;2010;15:00;2;Attempted;Fired Upon;12,5717;43,4600;Yemen;Yemen;679;1;IMB;"Bab El Mandeb, Red Sea (Coordinates are located at an inland point; coding as Yemeni territorial waters)";Diplomat;3;Marshall Islands;983;Steaming;1;1;0;3
4848;23;6;2010;Unknown;-99;Actual;Boarded;1,1685;104,0547;Indonesia;Indonesia;850;4;IMB;Enroute from Batam to Platong field, Indonesia (Measured to shipping lane outside primary port on Batam. Most Malay incidents occur close to shore. If incident occurred at sea, it could be coded as Indonesia or Malaysia, and the ship would probably pass;Salvigilant, Pacific Copper & Intermac 60;1;Singapore & Panama (Coded as Singapore, flag of tug);830;Steaming;0;1;1;2
4851;24;6;2010;15:25;2;Attempted;;13,2033;43,0633;Yemen;Yemen;679;1;IMB;Bab El Mandeb, Red Sea;YM Taichung;4;Marshall Islands;983;Steaming;1;1;0;-99
4852;25;6;2010;2:30;4;Attempted;;22,1593;91,7493;Bangladesh;Bangladesh;771;1;IMB;Chittagong Anchorage, Bangladesh;Kota Ratna;4;Singapore;830;Stationary;1;4;0;-99
4853;26;6;2010;2:30;4;Actual;Boarded;22,2300;91,7333;Bangladesh;Bangladesh;771;1;IMB;Chittagong Anchorage B, Bangladesh;Sunny Dream;3;Panama;95;Anchored;1;2;1;2
4855;27;6;2010;19:50;3;Attempted;;13,4533;42,6433;Eritrea;Eritrea;531;1;IMB;Bab El Mandeb, Red Sea;Alpine Mystery;3;Hong Kong;710;Steaming;1;1;0;-99
4854;27;6;2010;13:40;2;Attempted;;12,6100;43,4017;Yemen;Yemen;679;1;IMB;Bab El Mandeb, Red Sea;Kergi;4;Malta;338;Steaming;1;1;0;-99
4856;27;6;2010;0:30;4;Attempted;Fired Upon;4,1517;7,0317;Nigeria;Nigeria;475;1;IMB;3 NM South of Bonny River Fairway Buoy No.1, Nigeria;Name Withheld;2;Panama;95;Stationary;1;4;0;3
4858;28;6;2010;23:20;3;Attempted;;1,0592;103,5647;Indonesia;Indonesia;850;1;IMB;Karimun Island, Indonesia;Joy Chemist;3;Panama;95;Steaming;1;1;0;-99
4859;28;6;2010;3:27;4;Actual;Hijacked;13,4000;49,9667;Yemen;Yemen;679;1;IMB;Gulf of Aden;Golden Blessing;3;Singapore;830;Steaming;1;1;1;1
4857;28;6;2010;11:50;1;Actual;Boarded;1,1000;103,7333;Indonesia;Indonesia;850;1;IMB;Pulau Takong Kecil Light House, Phillip Channel, Singapore Straits;Name Withheld & Name Withheld;1;Singapore & Vanatu (Coded as Singapore, flag of tug);830;Steaming;1;1;1;2
4860;29;6;2010;4:03;4;Actual;Boarded;10,2633;107,0392;Vietnam;Vietnam;816;1;IMB;Phu My Anchorage, Vietnam;Bahia;2;Hong Kong;710;Anchored;1;2;1;2
4861;2;7;2010;17:19;2;Actual;Boarded;4,1875;6,9173;Nigeria;Nigeria;475;1;IMB;Off Bonny Port, Nigeria;BBC Polonia;6;Antigua & Barbuda;58;Steaming;1;1;1;2
4862;3;7;2010;20:35;3;Actual;Boarded;6,6933;-58,1875;Guyana;Guyana;110;2;IMB;Georgetown Roads, Guyana (Located Port, aka: Georgetown Anchorage, used coordinates from other observations.);Cemisle;-99;Antigua & Barbuda;58;Anchored;0;2;1;2
4864;4;7;2010;10:00;1;Attempted;Fired Upon;15,3067;41,8267;Yemen;Yemen;679;1;IMB;Red Sea;Hellas Symphony;8;Greece;350;Steaming;1;1;0;3
4863;4;7;2010;9:44;1;Actual;Hijacked;13,2667;42,9333;Eritrea;Eritrea;531;1;IMB;Bab El Mandeb, Red Sea;Motivator;3;Marshall Islands;983;Steaming;1;1;1;1
4865;7;7;2010;6:00;4;Actual;Boarded;-1,1020;-48,4938;Brazil;Brazil;140;1;IMB;Mosquerio Anchorage, Brazil;Laurita Rickmers;4;Marshall Islands;983;Anchored;0;2;1;2
4866;7;7;2010;0:10;4;Actual;Boarded;1,3250;104,2600;Malaysia;Malaysia;820;1;IMB;STS Lightering Area, Johor Port Limit, Malaysia;Noemi;8;Marshall Islands;983;Anchored;0;2;1;2
4867;8;7;2010;5:00;4;Actual;Boarded;9,5167;-13,7167;Guinea;Guinea;438;1;IMB;Berth No. 4, Conakry Port, Guinea;Chang Tai Hong;-99;Hong Kong. China;710;Berthed;0;3;1;2
4869;9;7;2010;22:20;3;Attempted;;13,3333;42,9167;Eritrea;Eritrea;531;1;IMB;North of Bab El Mandeb, Red Sea;Ital Glamour;4;Italy;325;Steaming;1;1;0;-99
