id;day;month;year;timeofday;timeofdayrecode;incident_type;incident_action;latitude;longitude;territorial_water_status;closest_coastal_state;closest_state_cow_code;location_precision;geolocation_source;location_description;vessel_name;vessel_type;vessel_country;Vessel_country_cow_code;vessel_status;Violence Dummy;Steaming Recode;Incident_type_recode;Incident_action_recode
3435;26;11;2005;21:10;3;Actual;Boarding;-6,0887;106,8750;Indonesia;Indonesia;850;2;IMB;J.I.C.T. Berth No. 1. Tg. Priok, Indonesia;Acx Magnolia;4;Panama;95;Berthed;0;3;1;2
3436;30;11;2005;7:10;1;Actual;Boarding;-6,0100;106,9000;Indonesia;Indonesia;850;1;IMB;Tanjung Priok Anchorage, Indonesia;Kota Rancak;2;Singapore;830;Anchored;0;2;1;2
3437;30;11;2005;Morning hours;1;Actual;Hijacked;4,5000;48,0000;Somalia;Somalia;520;1;IMB;East Coast of Somalia;Feng Jung 16;5;Taiwan;713;Steaming;1;1;1;1
3438;1;12;2005;17:45;2;Actual;Boarding;-1,7067;116,6417;Indonesia;Indonesia;850;1;IMB;Adang Bay Anchorage, Indonesia;Tenshu Maru;2;Panama;95;Anchored;1;2;1;2
3439;2;12;2005;2:00;4;Attempted;;10,3167;108,8333;Vietnam;Vietnam;816;1;IMB;Off Vietnam, South China Sea;Gas Orchis;7;Panama;95;Steaming;0;1;0;-99
3440;3;12;2005;22:15;3;Actual;Boarding;-12,5000;-77,1667;Peru (Peruvian point of view);Peru (Peruvian point of view);135;2;IMB;Callao Anchorage Area No. 12, Peru;Swan Lake;3;Liberia;450;Anchored;1;2;1;2
3441;6;12;2005;5:20;4;Actual;Boarding;0,1000;117,4667;Indonesia;Indonesia;850;2;IMB;Bontang Anchorage, Indonesia;Bergeb Trades;2;Philippines;840;Anchored;0;2;1;2
3442;6;12;2005;10:30;1;Attempted;;12,0167;50,5833;Somalia;Somalia;520;1;IMB;NE Coast of Somalia;Sirichai Petroleum 2;8;Thailand;800;Steaming;1;1;0;-99
3443;7;12;2005;;-99;Actual;Hijacked;5,3515;48,5249;Somalia;Somalia;520;4;IMB;Off Hobyo, East Coast of Somalia;Julia 54;6;Georgia;372;Steaming;1;1;1;1
3444;7;12;2005;20:10;3;Actual;Boarding;-3,2833;116,4000;Indonesia;Indonesia;850;1;IMB;Off Tg. Mangkok, North Sebuku Island, Indonesia;Bonzita;2;Panama;95;Anchored;0;2;1;2
3445;8;12;2005;3:30;4;Actual;Boarding;-5,9000;105,9833;Indonesia;Indonesia;850;1;IMB;Merak Anchorage, Indonesia;Michalakis;2;Malta;338;Anchored;0;2;1;2
3446;9;12;2005;4:30;4;Actual;Boarding;-5,9733;105,9767;Indonesia;Indonesia;850;1;IMB;Port of Tanjung Gerem Merak, Indonesia;Permina Supply;10;Panama;95;Anchored;1;2;1;2
3448;11;12;2005;20:00;3;Attempted;;-1,0833;117,2333;Indonesia;Indonesia;850;1;IMB;Senipah Anchorage, Indonesia;Century River;8;Panama;95;Anchored;0;2;0;-99
3447;11;12;2005;8:10;1;Attempted;;13,1167;49,2167;Yemen;Yemen;679;1;IMB;Gulf of Aden;Laemthong Glory;6;Thailand;800;Steaming;0;1;0;-99
3449;12;12;2005;2:00;4;Attempted;;-4,8417;48,0000;Internationa Waters (Indian Ocean);Seychelles;591;1;IMB;Indian Ocean;Zuljalal;6;Hong Kong;710;Steaming;0;1;0;-99
3450;14;12;2005;20:40;3;Attempted;;12,2133;46,1800;Yemen;Yemen;679;1;IMB;Gulf of Aden;Fortune Spirit;2;Hong Kong;710;Steaming;0;1;0;-99
3452;15;12;2005;1:45;4;Attempted;;-6,7450;39,3367;Tanzania;Tanzania;510;1;IMB;Dar Es Salaam OPL Anchorage, Tanzania;Alexandros Th.;2;Cyprus;352;Anchored;0;2;0;-99
3451;15;12;2005;1:00;4;Actual;Boarding;-6,7750;39,3533;Tanzania;Tanzania;510;2;IMB;Dar Es Salaam Outer Anchorage, Tanzania;MOL Asante;4;Liberia;450;Anchored;0;2;1;2
3453;16;12;2005;6:30;1;Actual;Boarding;17,9750;-76,8382;Jamaica;Jamaica;51;2;IMB;Kingston Harbour, Jamaica;Monkey's Business;9;;-99;Anchored;1;2;1;2
3454;18;12;2005;;-99;Actual;Hijacked;-2,9765;104,7500;Indonesia;Indonesia;850;2;IMB;Palembang Anchorage, Indonesia;Steadfast;3;Dominica;54;Anchored;1;2;1;1
3455;24;12;2005;19:00;3;Actual;Hijacked;4,2333;98,3833;Indonesia;Indonesia;850;1;IMB;Near Sembilan Island, Ujung Tamiang, Off Eastern Coast of Ache, Indonesia;Serba Guna I;5;Indonesia;850;Steaming;1;1;1;1
3456;26;12;2005;2:30;4;Actual;Boarding;0,1000;117,4667;Indonesia;Indonesia;850;2;IMB;Bontang Anchorage, Indonesia;Attar;2;Malta;338;Anchored;0;2;1;2
3457;27;12;2005;4:00;4;Actual;Boarding;0,5367;117,6403;Indonesia;Indonesia;850;2;IMB;Tg. Bara Inner Anchorage, E. Kalimantan, Indonesia;Unity T;2;Panama;95;Anchored;0;2;1;2
3458;29;12;2005;18:00;2;Actual;Boarding;21,6717;88,0150;India;India;750;1;IMB;Sagar Anchorage, India;Kota Naga;4;Singapore;830;Anchored;0;2;1;2
3461;;;2006;0:40;4;Actual;Boarded;6,3250;3,4167;Nigeria;Nigeria;475;1;IMB;Lagos Outer Anchorage Roads, Nigeria;NS Silver;3;Liberia;450;Anchored;0;2;1;2
3460;;;2006;4:40;4;Attempted;;1,2300;103,5800;Malaysia;Malaysia;820;1;IMB;West OPL, Singapore Straits;Front Leader;2;Singapore;830;Anchored;0;2;0;-99
3459;;;2006;15:00;2;Actual;Boarded;-6,0667;106,8933;Indonesia;Indonesia;850;1;IMB;Th. Priok Anchorage, Indonesia;JTS Sentosa;4;Tuvalu;947;Anchored;0;2;1;2
3462;2;1;2006;6:35;1;Actual;Boarded;-5,5265;104,5933;Indonesia;Indonesia;850;2;IMB;Teluk Semangka Anchorage, SW Sumatra Island, Indonesia (Located coordinates);Torm Ingeborg;8;Norway;385;Anchored;1;2;1;2
3463;6;1;2006;16:00;2;Actual;Hijacked;-2,5667;112,9833;Indonesia;Indonesia;850;4;IMB;Off Sampit, Indonesia;Alfa Gemilang;6;Indonesia;850;Steaming;1;1;1;1
3464;7;1;2006;5:00;4;Attempted;;13,9767;49,3467;Yemen;Yemen;679;1;IMB;Gulf of Aden;Golden Friendship;3;Panama;95;Steaming;1;1;0;-99
3465;7;1;2006;3:00;4;Attempted;;13,7167;49,1500;Yemen;Yemen;679;1;IMB;Gulf of Aden;Golden Friendship;3;Panama;95;Steaming;1;1;0;-99
3466;11;1;2006;Unknown;-99;Actual;Boarded;-6,1000;106,9000;Indonesia;Indonesia;850;2;IMB;JICT Terminal, Pier No. 1, Jakarta, Indonesia (aka Tanjung Priok, located coordinates);CSCL Felixstowe;4;Hong Kong;710;Berthed;0;3;1;2
3467;11;1;2006;18:48;3;Actual;Boarded;4,8167;5,3500;Nigeria;Nigeria;475;1;IMB;8m SW of Dodo River, Off EA Oilfield, Nigeria;Liberty Service;-99;Vanuatu;935;Steaming;1;1;1;2
3469;13;1;2006;AM Hours;1;Actual;Boarded;-6,1000;106,9000;Indonesia;Indonesia;850;2;IMB;Jakarta Anchorage, Indonesia (Used coordinates from other incidents);Golden Top;3;Panama;95;Anchored;1;2;1;2
3468;13;1;2006;22:00;3;Actual;Boarded;-6,0410;106,8878;Indonesia;Indonesia;850;1;IMB;Tg, Priok Anchorage, Indonesia;Iberian Express;4;Panama;95;Anchored;1;2;1;2
3470;14;1;2006;2:45;4;Actual;Hijacked;7,6050;98,3590;Thailand;Thailand;800;4;IMB;Racha Yas Island, Off Phuket, Thailand (Measured 300m from shore in cove with other anchored vessels on E side of island);Wado Ryu;9;Germany;255;Anchored;1;2;1;1
3472;15;1;2006;3:10;4;Actual;Boarded;1,7133;101,4650;Indonesia;Indonesia;850;2;IMB;Dumai Anchorage, Indonesia (Used coordinates from other incidents);Siam Suchada;3;Thailand;800;Anchored;0;2;1;2
3471;15;1;2006;7:00;1;Actual;Boarded;12,5000;121,0000;Philippines;Philippines;840;1;IMB;Bashi Channel, Philippines;Man Chun Yi;5;Unspecified;-99;Steaming;1;1;1;2
3473;17;1;2006;18:10;3;Actual;Boarded;0,5367;117,6403;Indonesia;Indonesia;850;2;IMB;Tg. Bara Anchorage, Indonesia (Located coordinates);Ji May;2;Liberia;450;Anchored;1;2;1;2
3475;20;1;2006;1:52;4;Attempted;Fired Upon;5,4183;52,5767;Internationa Waters (Indian Ocean);Somalia;520;1;IMB;213nm E of Somali Coast, Somalia;Delta Ranger;2;Bahamas;31;Steaming;1;1;0;3
3474;20;1;2006;6:45;1;Attempted;;6,1500;3,2500;Nigeria;Nigeria;475;1;IMB;Lagos Anchorage, Nigeria;Johann Oldendorff;2;Liberia;450;Steaming;0;1;0;-99
3476;21;1;2006;22:00;3;Attempted;;15,8333;41,7500;Yemen;Yemen;679;1;IMB;Southern Red Sea;Victoria Island;-99;Marshall Islands;983;Steaming;0;1;0;-99
3477;25;1;2006;23:15;3;Attempted;;13,4600;42,9833;Yemen;Yemen;679;1;IMB;Southern Red Sea;Dal Madagascar;4;Liberia;450;Steaming;1;1;0;-99
3479;27;1;2006;0:30;4;Actual;Boarded;8,8617;-13,5150;Sierra Leone;Sierra Leone;451;4;IMB;Off Yelibuya Island, Sierra Leone (Measured 20km SW of Yelibuya Island);Mujin 5;5;Korea (Unspecified whether N or S);730;Steaming;1;1;1;2
3478;27;1;2006;19:36;3;Attempted;Fired Upon;11,9167;51,3167;Somalia;Somalia;520;1;IMB;Off Cape Guardafui, Somalia;Osman Mete;2;Turkey;640;Steaming;1;1;0;3
3480;28;1;2006;19:00;3;Actual;Boarded;22,1667;91,7667;Bangladesh;Bangladesh;771;2;IMB;Chittagong B Anchorage, Bangladesh (Used coordinates from other incidents);Coastal Express I;4;India;750;Anchored;0;2;1;2
3481;29;1;2006;1:30;4;Actual;Boarded;-2,2833;-79,9030;Ecuador;Ecuador;130;2;IMB;Inner Guayaquil Anchorage, Ecuador (Used coordinates from other incidents);Anglia;4;Liberia;450;Anchored;1;2;1;2
3482;31;1;2006;Unknown;-99;Actual;Boarded;4,5060;118,7587;Malaysia;Malaysia;820;4;IMB;Off Pulau Kulapuan, Semporna, Sabah, Malaysia (Measured approximately half distance between Pulau Kulapuan and coastal area of Semporna);NA;5;Malaysia;820;Steaming;1;1;1;2
3483;31;1;2006;20:10;3;Actual;Boarded;22,1667;91,7667;Bangladesh;Bangladesh;771;2;IMB;Chittagong Alpha Anchorage Area, Bangladesh  (Used coordinates from other incidents);Pacific Onyx;8;Singapore;830;Steaming;1;1;1;2
3484;1;2;2006;7:45;1;Actual;Boarded;-5,8783;106,0050;Indonesia;Indonesia;850;1;IMB;Merak Anchorage, Indoensia;Eco Vision;2;Malaysia;820;Anchored;1;2;1;2
3485;4;2;2006;1:20;4;Actual;Boarded;-12,0407;-77,1405;Peru (Peruvian point of view);Peru (Peruvian point of view);135;2;IMB;Callao Anchorage No. 1, Peru (Used coordinates from other incidents);Ocean Premier;2;Hong Kong;710;Anchored;1;2;1;2
3487;5;2;2006;4:15;4;Actual;Boarded;51,2920;4,2932;Belgium;Belgium;211;2;IMB;Antwerp Port, Belgium (Located coordinates);Borkum;2;Liberia;450;Berthed;1;3;1;2
3486;5;2;2006;19:28;3;Actual;Boarded;-1,3450;116,9817;Indonesia;Indonesia;850;1;IMB;Balikpapan Anchorage, Indonesia;Trinity;3;Marshall Islands;983;Anchored;1;2;1;2
3488;7;2;2006;20:55;3;Attempted;;1,2500;104,1167;Indonesia;Indonesia;850;1;IMB;Singapore Straits;Bestair;3;Panama;95;Steaming;0;1;0;-99
3489;13;2;2006;Evening Hours;3;Actual;Boarded;4,4878;-6,6193;Cote d'Ivoire;Cote d'Ivoire;437;4;IMB;Off San Pedro, Ivory Coast (Measured 20km due S of San Pedro);Aspen Arrow;6;Bahamas;31;Anchored;0;2;1;2
3490;14;2;2006;7:00;1;Actual;Boarded;22,2900;91,7350;Bangladesh;Bangladesh;771;2;IMB;Chittagong Anchorage B, Bangladesh (Used coordinates from other incidents);Mir Damad;4;Iran;630;Anchored;0;2;1;2
3491;17;2;2006;4:30;4;Actual;Boarded;22,1667;91,7667;Bangladesh;Bangladesh;771;2;IMB;Chittagong Charlie Anchorage, Bangladesh  (Used coordinates from other incidents);Name Withheld;4;Singapore;830;Anchored;1;2;1;2
3493;18;2;2006;19:20;3;Attempted;;13,6500;49,3000;Yemen;Yemen;679;1;IMB;Gulf of Aden;Kota Perkasa;4;Hong Kong;710;Steaming;1;1;0;-99
3494;18;2;2006;4:00;4;Attempted;;14,4000;51,7267;Yemen;Yemen;679;1;IMB;Gulf of Aden;Golden Georgia;3;Panama;95;Steaming;1;1;0;-99
3492;18;2;2006;19:30;3;Actual;;5,4500;4,9500;Nigeria;Nigeria;475;1;IMB;?anoeuvr ?anoe, Nigeria (PDF does not recognize characters);NA;5;Unspecified;-99;Unspecified;1;-99;1;-99
3496;19;2;2006;20:00;3;Actual;Boarded;27,5617;33,7833;Egypt;Egypt;651;1;IMB;Endeavour Harbor, Tawila Island, Red Sea;Name Withheld;9;France;210;Anchored;1;2;1;2
3495;19;2;2006;20:00;3;Actual;Boarded;22,1667;91,7667;Bangladesh;Bangladesh;771;2;IMB;Anchorage B, Chittagong Roads, Bangladesh  (Used coordinates from other incidents);Germana;6;Liberia;450;Anchored;1;2;1;2
3497;20;2;2006;19:30;3;Actual;Boarded;-5,9383;106,1133;Indonesia;Indonesia;850;1;IMB;PT Cilegon Fabricators Jetty, West Java, Indonesia;Orient Iris;-99;Panama;95;Berthed;1;3;1;2
3498;21;2;2006;10:25;1;Actual;Boarded;2,7833;104,1667;Malaysia;Malaysia;820;4;IMB;Tioman Islands, Malaysia;Kumara;9;Unspecified;-99;Anchored;0;2;1;2
3499;21;2;2006;20:30;3;Actual;Boarded;2,7833;104,1667;Malaysia;Malaysia;820;4;IMB;Tioman Islands, Malaysia;Ten Large;9;Unspecified;-99;Anchored;0;2;1;2
3502;23;2;2006;2:55;4;Actual;Boarded;4,5388;118,6852;Malaysia;Malaysia;820;4;IMB;Off Pulau Boey Duland, Semporna, Sabah, Malaysia (Measured approximately half the distance between Pulau Boey Duland and coastal Semporna);NA;5;Malaysia;820;Steaming;1;1;1;2
3500;23;2;2006;5:30;4;Attempted;;-1,5417;116,9750;Indonesia;Indonesia;850;1;IMB;Off Balikpapan, Indonesia;Mercedes;2;Malta;338;Steaming;0;1;0;-99
3501;23;2;2006;13:05;2;Actual;Boarded;-12,0407;-77,1405;Peru (Peruvian point of view);Peru (Peruvian point of view);135;2;IMB;Callao Anchorage, Peru (Used coordinates from other incidents);SJN Lopez;2;Marshall Islands;983;Anchored;0;2;1;2
3503;26;2;2006;22:45;3;Actual;Hijacked;1,9667;45,6000;Somalia;Somalia;520;1;IMB;Off Mogadishu, Somalia;Bhakti Sagar;-99;India;750;Steaming;1;1;1;1
3504;26;2;2006;3:30;4;Attempted;;6,2913;3,4000;Nigeria;Nigeria;475;3;IMB;Bonny Fairway Buoy, Nigeria (Used coordinates for 2008 incident of 27.9.2008 at same buoy);C-Endeavor;-99;USA;2;Steaming;1;1;0;-99
3505;27;2;2006;21:55;3;Actual;Boarded;-3,2000;116,3333;Indonesia;Indonesia;850;1;IMB;North Pulau Laut Outer Anchorage, Indonesia;Centurion;2;Marshall Islands;983;Anchored;1;2;1;2
3506;28;2;2006;Morning Hours;1;Actual;Boarded;-0,5167;117,1167;Indonesia;Indonesia;850;2;IMB;Samarinda Anchorage, Indonesia (Located coordinates);Don Frane Bulic;2;Malta;338;Anchored;0;2;1;2
3507;1;3;2006;23:40;3;Actual;Boarded;2,7833;104,1667;Malaysia;Malaysia;820;4;IMB;Tioman Islands, Malaysia;Cin Cin;9;Unspecified;-99;Anchored;0;2;1;2
3508;2;3;2006;3:45;4;Attempted;;0,9052;105,8863;Indonesia;Indonesia;850;1;IMB;Indonesia;Serenity;9;Isle of Man;200;Steaming;0;1;0;-99
3509;4;3;2006;6:05;1;Actual;Boarded;-4,5702;-81,4758;Peru (Peruvian point of view);Peru (Peruvian point of view);135;4;IMB;Anchored off Talara, Peru (Measured 20km due E of Talara);Isabel Barreto;8;Panama;95;Anchored;1;2;1;2
3510;4;3;2006;Night Hours;3;Attempted;;22,1667;91,7667;Bangladesh;Bangladesh;771;2;IMB;Chittagong Charlie Anchorage, Bangladesh (Used coordinates from other incidents);Name Withheld;4;Singapore;830;Anchored;1;2;0;-99
3512;5;3;2006;1:20;4;Attempted;;-3,0250;107,3083;Indonesia;Indonesia;850;1;IMB;Gelasa Straits, Indonesia;Tuas Express;4;Malta;338;Steaming;1;1;0;-99
3511;5;3;2006;15:02;2;Actual;Boarded;22,1667;91,7667;Bangladesh;Bangladesh;771;2;IMB;Chittagong Charlie Anchorage, Bangladesh  (Used coordinates from other incidents);Name Withheld;4;Singapore;830;Anchored;1;2;1;2
3513;7;3;2006;1:50;4;Actual;Boarded;10,3283;107,0400;Vietnam;Vietnam;816;1;IMB;Vung Tau Anchorage, Vietnam;Sima Pride;4;Singapore;830;Anchored;0;2;1;2
3514;8;3;2006;8:00;1;Attempted;;-7,9333;117,5667;Indonesia;Indonesia;850;1;IMB;Bali Sea, Indonesia;Mallina;1;Australia;900;Steaming;0;1;0;-99
3515;8;3;2006;1:00;4;Actual;Boarded;22,1667;91,7667;Bangladesh;Bangladesh;771;2;IMB;Chittagong B Anchorage, Bangladesh  (Used coordinates from other incidents);Axion;2;Malta;338;Anchored;1;2;1;2
3516;9;3;2006;1:30;4;Actual;Boarded;-5,8658;13,0518;Congo, DRC;Congo, DRC;490;2;IMB;Port of Boma Anchorage, Congo River, Congo (Located coordinates);Safemarine Basilea;6;Switzerland;225;Anchored;0;2;1;2
3517;11;3;2006;Afternoon Hours;2;Actual;Boarded;4,9083;118,3717;Malaysia;Malaysia;820;3;IMB;5nm of Sinakut Coast, Lahad Datu, Sabah, Malaysia (Measured 7km due S of Pulau Sakar-forms bay including Lahad Datu);NA;5;Malaysia;820;Steaming;1;1;1;2
3518;12;3;2006;3:15;4;Actual;Boarded;-1,7217;117,1283;Indonesia;Indonesia;850;1;IMB;32deg SE of Balikpapan, Indonesia;Protesilaus;6;Singapore;830;Steaming;1;1;1;2
3520;13;3;2006;21:40;3;Actual;Boarded;-5,7833;13,4000;Congo, DRC;Congo, DRC;490;2;IMB;Ikungulu Anchorage, Matadi, Congo River, Congo (Located coordinates);Sandino Bay;-99;Panama;95;Steaming;0;1;1;2
3519;13;3;2006;16:30;2;Attempted;Fired Upon;1,3217;44,6833;Somalia;Somalia;520;1;IMB;Off Merca, East Coast of Somalia;Rozen;6;St. Vincent & Grenadines;57;Steaming;1;1;0;3
3521;14;3;2006;2:40;4;Actual;Boarded;30,1100;47,9288;Iraq;Iraq;645;1;IMB;Khawr Az Zubayr Roads, Iraq;Nanking;6;Jordan;663;Anchored;1;2;1;2
3522;17;3;2006;22:30;3;Actual;Boarded;22,1667;91,7667;Bangladesh;Bangladesh;771;2;IMB;Chittagong Anchorage Area, Bangladesh  (Used coordinates from other incidents);Ambitious F.;4;Cyprus;352;Steaming;1;1;1;2
3524;21;3;2006;1:45;4;Actual;Boarded;22,2900;91,7350;Bangladesh;Bangladesh;771;2;IMB;Chittagong Anchorage, Bangladesh (Used coordinates from other incidents);Iran Bayan;6;Iran;630;Anchored;1;2;1;2
3523;21;3;2006;11:54;1;Actual;Boarded;-2,9067;107,2683;Indonesia;Indonesia;850;1;IMB;Gelasa Straits, Indonesia;Martha Verity;2;Panama;95;Steaming;1;1;1;2
3525;24;3;2006;19:00;3;Actual;Boarded;22,1667;91,7667;Bangladesh;Bangladesh;771;2;IMB;Chittagong Anchorage, Bangladesh (Used coordinates from other incidents);Sea Master One;6;Antigua & Barbuda;58;Steaming;1;1;1;2
3526;25;3;2006;22:30;3;Actual;Boarded;-23,9433;-46,2933;Brazil;Brazil;140;2;IMB;Quarantine Anchorage No.2, Santos Roads, Brazil (Located coordinates);CSAV Rio Loa;4;Liberia;450;Anchored;0;2;1;2
3527;29;3;2006;7:35;1;Actual;Hijacked;2,1333;45,7167;Somalia;Somalia;520;1;IMB;Somalia;Lin I;8;Panama;95;Steaming;1;1;1;1
3528;1;4;2006;0:50;4;Attempted;;13,5450;49,5467;Yemen;Yemen;679;1;IMB;Gulf of Aden;Regal Star;2;St. Vincent & Grenadines;57;Steaming;1;1;0;-99
3530;3;4;2006;2:00;4;Attempted;;22,1667;91,7667;Bangladesh;Bangladesh;771;2;IMB;Chittagong Anchorage, Bangladesh (Used coordinates from other incidents);Westernstar;4;Antigua & Barbuda;58;Anchored;1;2;0;-99
3529;3;4;2006;9:45;1;Attempted;;30,1123;47,9317;Iraq;Iraq;645;1;IMB;Khawr Az Zubayr Roads, Khor Al Zabayr Anchorage, Iraq;Glory;6;North Korea;731;Anchored;1;2;0;-99
3533;4;4;2006;12:32;2;Attempted;;22,1667;91,7667;Bangladesh;Bangladesh;771;2;IMB;Chittagong Anchorage, Bangladesh (Used coordinates from other incidents);Westernstar;4;Antigua & Barbuda;58;Anchored;0;2;0;-99
3531;4;4;2006;8:15;1;Actual;Hijacked;4,9000;49,3500;Somalia;Somalia;520;1;IMB;Somalia;Dong Won No.628;5;Korea (Unspecified whether N or S);730;Steaming;1;1;1;1
3532;4;4;2006;14:25;2;Actual;Boarded;-12,0407;-77,1405;Peru (Peruvian point of view);Peru (Peruvian point of view);135;2;IMB;Callao Anchorage, Peru (Used coordinates from other incidents);Atlantic Frontier;2;Singapore;830;Anchored;1;2;1;2
3534;5;4;2006;22:30;3;Actual;Boarded;1,6548;102,7600;Malaysia;Malaysia;820;3;IMB;North Long Beacon, 13.6nm of Tg. Segenting Batu Pahat, Malacca Straits (Measured 15km SW of nearest coastline to Batu Pahat, in Malacca Straits);NA;5;Malaysia;820;Steaming;1;1;1;2
3535;6;4;2006;15:20;2;Actual;Boarded;4,3062;118,6228;Malaysia;Malaysia;820;3;IMB;3nm of Pulau Mabul, Semporna, Sabah, Malaysia (Measured 5km due N of Pulau Mabul, toward Semporna, based on other incidents in area);KM Kapal Dobo I;5;Indoensia;850;Steaming;1;1;1;2
3536;11;4;2006;13:05;2;Actual;Boarded;-6,0410;106,8878;Indonesia;Indonesia;850;2;IMB;Th. Priok Anchorage, Jakarta (Used coordinates from other incidents);Orange Breeze;-99;Panama;95;Anchored;1;2;1;2
3537;13;4;2006;3:00;4;Actual;Boarded;22,1810;91,7843;Bangladesh;Bangladesh;771;1;IMB;Chittagong C Anchorage, Bangladesh;Britoil 44;1;Singapore;830;Anchored;1;2;1;2
3539;16;4;2006;2:00;4;Attempted;;-2,9667;107,3083;Indonesia;Indonesia;850;1;IMB;Gelasa Straits, Indonesia;Bulk Asia;2;Liberia;450;Steaming;0;1;0;-99
3538;16;4;2006;22:18;3;Actual;Boarded;-2,8833;107,3067;Indonesia;Indonesia;850;1;IMB;Gelasa Straits, Indonesia;Sanko Rally;6;Vanuatu;935;Steaming;1;1;1;2
3540;17;4;2006;22:30;3;Actual;Boarded;1,7033;102,7883;Malaysia;Malaysia;820;3;IMB;10nm off Bagan Coast, Batu Pahat, Malacca Straits (Measured 13km SW of nearest coastline to Batu Pahat, in Malacca Straits);NA;5;Malaysia;820;Steaming;0;1;1;2
3541;17;4;2006;3:30;4;Attempted;Fired Upon;4,5018;100,5070;Malaysia;Malaysia;820;3;IMB;9nm off Parit Haji Baki Coast, Malacca Straits (Measured 10km due E of Parit Haji);NA;5;Malaysia;820;Steaming;1;1;0;3
3542;18;4;2006;Unknown;-99;Attempted;;10,3167;-75,5167;Colombia;Colombia;100;2;IMB;Mamonal Roads, Colombia (Located coordinates);Margara;8;Cayman Islands;-99;Anchored;0;2;0;-99
3543;19;4;2006;22:00;3;Attempted;;22,1667;91,7667;Bangladesh;Bangladesh;771;2;IMB;Chittagong Anchorage, Bangladesh (Used coordinates from other incidents);Westernstar;4;Antigua & Barbuda;58;Anchored;1;2;0;-99
3544;22;4;2006;Unknown;-99;Actual;Hijacked;-1,1003;105,8423;Indonesia;Indonesia;850;4;IMB;Enroute from Belawan Port to Batu Licin, Banjarmasin, Indonesia;Martha Dini & Sentana V;1;Indoensia;850;Steaming;1;1;1;1
3546;22;4;2006;20:20;3;Actual;Boarded;22,2900;91,7350;Bangladesh;Bangladesh;771;2;IMB;Chittagong Anchorage A, Bangladesh (Used coordinates from other incidents);C.Emerald;2;South Korea;732;Anchored;1;2;1;2
3545;22;4;2006;Unknown;-99;Actual;Boarded;7,9258;77,5402;India;India;750;4;IMB;Kannyakumari, Cape Comorin, India (Measured 20km S of town coordinates);Idle Vice of Kip;9;United Kingdom;200;Steaming;0;1;1;2
3547;23;4;2006;Noon Hours;2;Attempted;;-2,8700;107,2917;Indonesia;Indonesia;850;1;IMB;Gelasa Straits, Indonesia;Raiju;2;Panama;95;Steaming;0;1;0;-99
3548;26;4;2006;2:10;4;Actual;Boarded;10,1813;114,3650;Spratly Islands;Spratly Islands;816;4;IMB;Off Spratly Islands, South China Sea;Jinghai 03012;5;China;710;Steaming;1;1;1;2
3549;27;4;2006;22:45;3;Actual;Hijacked;1,0710;44,0689;Somalia;Somalia;520;4;IMB;Off Barawe, SW of Mogadishu, Somalia;Al Taj;-99;United Arab Emirates;696;Steaming;1;1;1;1
3551;28;4;2006;12:00;1;Actual;Boarded;12,8162;-65,9457;Venezuela;Venezuela;101;2;IMB;Islas de Piritu Anchorage, off Puerto la Cruz, Venezuela;Escapada;9;Austria;305;Anchored;1;2;1;2
3550;28;4;2006;Unknown;-99;Attempted;;6,0217;3,2900;Nigeria;Nigeria;475;1;IMB;Lagos Roads, Nigeria;Hadra;8;Isle of Man;200;Anchored;0;2;0;-99
3552;29;4;2006;Unknown;-99;Actual;Boarded;-2,9167;107,3000;Indonesia;Indonesia;850;1;IMB;Gelasa Straits, Indonesia;Alabanda;2;Turkey;640;Steaming;1;1;1;2
3554;30;4;2006;10:30;1;Actual;Hijacked;15,7215;80,9225;India;India;750;4;IMB;River Krishna, Andhra Pradesh, India;NA;9;India;750;Berthed;1;3;1;1
3555;30;4;2006;1:20;4;Actual;Hijacked;15,7215;80,9225;India;India;750;4;IMB;River Krishna, Andhra Pradesh, India;NA;9;India;750;Berthed;1;3;1;1
3553;30;4;2006;11:40;1;Attempted;;-3,0717;107,2867;Indonesia;Indonesia;850;1;IMB;Gelasa Straits, Indonesia;Queenie;2;Singapore;830;Steaming;1;1;0;-99
3556;1;5;2006;3:45;4;Attempted;;3,2167;108,7500;Indonesia;Indonesia;850;1;IMB;Natuna Islands, Indonesia;Hellespont Tatina;8;Marshall Islands;983;Steaming;0;1;0;-99
3557;2;5;2006;2:00;4;Attempted;;9,2183;-14,1033;Guinea;Guinea;438;1;IMB;Off Conakry, Guinea;Maersk Belfast;3;United Kingdom;200;Steaming;1;1;0;-99
3558;4;5;2006;8:00;1;Actual;Boarded;1,3917;104,4500;Malaysia;Malaysia;820;1;IMB;Off Horsburgh Lighthouse, Singapore Straits;Voyager V;-99;Panama;95;Steaming;1;1;1;2
3559;5;5;2006;Night Hours;3;Actual;Boarded;22,1667;91,7667;Bangladesh;Bangladesh;771;2;IMB;Chittagong Anchorage B, Bangladesh (Used coordinates from other incidents);X-Press Manaslu;4;Singapore;830;Anchored;1;2;1;2
3560;9;5;2006;15:30;2;Actual;Boarded;22,1667;91,7667;Bangladesh;Bangladesh;771;2;IMB;Chittagong Anchorage A, Bangladesh (Used coordinates from other incidents);Falcon Trader;2;Liberia;450;Anchored;1;2;1;2
